"DiscountPercentage","InitialPlannedQuantity","Name","PricebookEntry.External_Id__c","SalesAgreement.External_Id__c","SalesPrice","External_Id__c","LastProcessedDate","analyticsdemo_batch_id__c"
7,12,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.89",13845,"MFG_SalesAgreementProduct.745","2019-10-24","20191024191458752523"
2,402,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.55",710,"MFG_SalesAgreementProduct.746","2019-10-24","20191024191458752523"
18,972,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.81",680,"MFG_SalesAgreementProduct.747","2019-10-24","20191024191458752523"
7,378,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.84",5760,"MFG_SalesAgreementProduct.748","2019-10-24","20191024191458752523"
9,108,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.36",5580,"MFG_SalesAgreementProduct.749","2019-10-24","20191024191458752523"
11,60,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.32",5850,"MFG_SalesAgreementProduct.750","2019-10-24","20191024191458752523"
18,42,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.86",5440,"MFG_SalesAgreementProduct.751","2019-10-24","20191024191458752523"
15,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.45",7920,"MFG_SalesAgreementProduct.752","2019-10-24","20191024191458752523"
4,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.103",12350,"MFG_SalesAgreementProduct.753","2019-10-24","20191024191458752523"
19,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.31",7110,"MFG_SalesAgreementProduct.754","2019-10-24","20191024191458752523"
16,144,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.42",7050,"MFG_SalesAgreementProduct.755","2019-10-24","20191024191458752523"
0,432,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.93",4560,"MFG_SalesAgreementProduct.756","2019-10-24","20191024191458752523"
14,48,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.56",6966,"MFG_SalesAgreementProduct.757","2019-10-24","20191024191458752523"
0,72,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.11",19475,"MFG_SalesAgreementProduct.758","2019-10-24","20191024191458752523"
17,162,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.60",6003,"MFG_SalesAgreementProduct.759","2019-10-24","20191024191458752523"
3,396,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.90",3657,"MFG_SalesAgreementProduct.760","2019-10-24","20191024191458752523"
17,324,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.16",688,"MFG_SalesAgreementProduct.761","2019-10-24","20191024191458752523"
16,36,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.49",4887,"MFG_SalesAgreementProduct.762","2019-10-24","20191024191458752523"
17,108,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.90",7857,"MFG_SalesAgreementProduct.763","2019-10-24","20191024191458752523"
14,12,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.64",4945,"MFG_SalesAgreementProduct.764","2019-10-24","20191024191458752523"
20,12,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.67",3822,"MFG_SalesAgreementProduct.765","2019-10-24","20191024191458752523"
4,84,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.17",5550,"MFG_SalesAgreementProduct.766","2019-10-24","20191024191458752523"
8,36,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.79",12350,"MFG_SalesAgreementProduct.767","2019-10-24","20191024191458752523"
3,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.27",5175,"MFG_SalesAgreementProduct.768","2019-10-24","20191024191458752523"
0,144,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.48",3375,"MFG_SalesAgreementProduct.769","2019-10-24","20191024191458752523"
11,216,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.71",5940,"MFG_SalesAgreementProduct.770","2019-10-24","20191024191458752523"
13,366,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.67",780,"MFG_SalesAgreementProduct.771","2019-10-24","20191024191458752523"
3,252,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.57",3825,"MFG_SalesAgreementProduct.772","2019-10-24","20191024191458752523"
17,396,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.104",3610,"MFG_SalesAgreementProduct.773","2019-10-24","20191024191458752523"
4,1404,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.85",712,"MFG_SalesAgreementProduct.774","2019-10-24","20191024191458752523"
12,486,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.83",4322,"MFG_SalesAgreementProduct.775","2019-10-24","20191024191458752523"
15,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.90",6072,"MFG_SalesAgreementProduct.776","2019-10-24","20191024191458752523"
8,1026,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.23",830,"MFG_SalesAgreementProduct.777","2019-10-24","20191024191458752523"
5,324,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.72",1780,"MFG_SalesAgreementProduct.778","2019-10-24","20191024191458752523"
7,72,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.103",6693,"MFG_SalesAgreementProduct.779","2019-10-24","20191024191458752523"
19,252,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.42",5568,"MFG_SalesAgreementProduct.780","2019-10-24","20191024191458752523"
17,486,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.72",4715,"MFG_SalesAgreementProduct.781","2019-10-24","20191024191458752523"
15,324,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.11",4417,"MFG_SalesAgreementProduct.782","2019-10-24","20191024191458752523"
9,54,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.76",4600,"MFG_SalesAgreementProduct.783","2019-10-24","20191024191458752523"
17,108,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.23",6000,"MFG_SalesAgreementProduct.784","2019-10-24","20191024191458752523"
10,180,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.41",1920,"MFG_SalesAgreementProduct.785","2019-10-24","20191024191458752523"
10,378,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.95",4740,"MFG_SalesAgreementProduct.786","2019-10-24","20191024191458752523"
10,162,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.49",4322,"MFG_SalesAgreementProduct.787","2019-10-24","20191024191458752523"
3,18,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.33",5117,"MFG_SalesAgreementProduct.788","2019-10-24","20191024191458752523"
20,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.42",15015,"MFG_SalesAgreementProduct.789","2019-10-24","20191024191458752523"
5,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.41",8460,"MFG_SalesAgreementProduct.790","2019-10-24","20191024191458752523"
11,1656,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.92",985,"MFG_SalesAgreementProduct.791","2019-10-24","20191024191458752523"
6,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.51",6279,"MFG_SalesAgreementProduct.792","2019-10-24","20191024191458752523"
7,936,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.48",920,"MFG_SalesAgreementProduct.793","2019-10-24","20191024191458752523"
